file,descriptionEn,descriptionRu,descriptionUa
internalCompass_39.jpg,"""Birds"" Birds flying low can symbolize your excitement or anxiety. Perhaps now you are experiencing strong emotions, not confident in yourself, in your actions and decisions. Birds indicate that you need to change the flight path. Think how to do it.","""Птицы"" Птицы, летящие низко, могут символизировать Твоё волнение или тревогу. Возможно, сейчас Ты испытываешь сильные эмоции, не уверена в себе, в своих действиях и решениях. Птицы указывают, что нужно изменить траекторию полета. Подумай, как это сделать.","""Птахи"" Птахи, що летять низько, можуть символізувати Твоє хвилювання або тривогу. Можливо, зараз Ти відчуваєш сильні емоції, не впевнена у собі, у своїх діях та рішеннях. Птахи вказують, що потрібно змінити траєкторію польоту. Подумай як це зробити."
internalCompass_40.jpg,"""Yin-Yang Tree"" The tree in the culture of many nations is considered a symbol of life and stability. Yin-yang in this image indicates inner strength and self-confidence. He calls you to become more stable and reliable, like a tree, and hold fast at all times.","""Дерево инь-ян"" Дерево в культуре многих народов считается символом жизни и стабильности. Инь-ян в этом образе указывает на внутреннюю силу и уверенность в себе. Он призывает Тебя к тому, чтобы стать более устойчивой и надежной, как дерево, и держаться прочно в любые времена.","""Дерево інь-ян"" Дерево у культурі багатьох народів вважається символом життя та стабільності. Інь-ян у цьому образі вказує на внутрішню силу та впевненість у собі. Він закликає Тебе до того, щоб стати більш стійкою та надійною, як дерево, і триматися міцно у будь-які часи."
internalCompass_41.jpg,"""Colorful rain"" You are now in a state of inner relaxation and peace, which come after a person comes out of the rainy weather of emotional difficulties. Even in the darkest moments of life, there is always hope for clarification and restoration!","""Цветной дождь"" Сейчас у Тебя состояние внутреннего расслабления и покоя, которые наступают после того, как человек выходит из дождливой погоды эмоциональных трудностей. Даже в самых хмурых моментах жизни всегда есть надежда на прояснение и восстановление!","""Кольоровий дощ"" Зараз у Тебе стан внутрішнього розслаблення та спокою, які настають після того, як людина виходить із дощової погоди емоційних труднощів. Навіть у похмурих моментах життя завжди є надія на прояснення та відновлення!"
internalCompass_42.jpg,"""New Reality"" Now You are at a crossroads: many chances and many new roads open before You. If you can overcome your inner fears, then a new universe will open before you. Don't miss your chance for a new life!","""Новая реальность"" Сейчас Ты находишься на распутье: перед Тобой открывается много шансов и много новых дорог. Если Ты сможешь преодолеть свои внутренние страхи, то перед Тобой откроется новая вселенная. Не упусти свой шанс на новую жизнь!","""Нова реальність"" Зараз Ти перебуваєш на роздоріжжі: перед Тобою відкривається багато шансів і багато нових доріг. Якщо Ти зможеш подолати свої внутрішні страхи, то перед Тобою відкриється новий всесвіт. Не проґав свій шанс на нове життя!"
internalCompass_43.jpg,"""Full Moon"" The card contains a deep philosophical meaning. It is useful to be alone, meditate, slow down the pace of life. This will help you accept yourself, find harmony and inner peace. And all this will be followed by Your inner transformation.","""Полнолуние"" Карта содержит в себе глубокий философский смысл. Полезно побыть в одиночестве, помедитировать, замедлить жизненный темп. Это поможет Тебе принять себя, обрести гармонию и внутренний покой. А за этим всем последует Твоя внутренняя трансформация.","""Повня"" Карта містить у собі глибокий філософський зміст. Корисно побути на самоті, помедитувати, уповільнити життєвий темп. Це допоможе Тобі прийняти себе, знайти гармонію і внутрішній спокій. А за цим усім піде Твоя внутрішня трансформація."
internalCompass_44.jpg,"""Piglet"" You do not need to hide your vulnerable nature from the people around you and try on the mask of a jester or a serious person. In any situation, remain yourself - real, sincere and alive.","""Поросёнок"" Тебе не нужно скрывать свою ранимую натуру от окружающих людей и примерять на себя маску шута или серьёзного человека. В любой ситуации оставайся собой — настоящей, искренней и живой.","""Порося"" Тобі не потрібно приховувати свою вразливу натуру від навколишніх людей і приміряти на себе маску блазня або серйозної людини. У будь-якій ситуації залишайся собою — справжньою, щирою та живою."
internalCompass_45.jpg,"“Mermaid” You are a sincere, romantic person who knows how to enjoy little things. But sometimes you need to look at the world from a more realistic angle. Don't have your head in the clouds and don't plunge into the world of illusions. Life is not always a fairy tale. Vigilance never hurt anyone.","""Русалка"" Ты — искренняя, умеющая радоваться мелочам, романтичная натура. Но иногда нужно смотреть на мир под более реалистичным углом. Не витай в облаках и не погружайся в мир иллюзий. Жизнь — это не всегда сказка. Бдительность ещё никому не повредила.","""Русалка"" Ти - щира, вміє радіти дрібницям, романтична натура. Але іноді потрібно дивитися на світ під реалістичнішим кутом. Не витай у хмарах і не поринай у світ ілюзій. Життя – це не завжди казка. Пильність ще нікому не зашкодила."
internalCompass_46.jpg,"“Girl with Feathers” This is the personification of your inner freedom, rebellious spirit. If possible, travel, learn a new language, discover new cultures. All roads are open for you!","""Девушка с перьями"" Это олицетворение Твоей внутренней свободы, бунтарского духа. По возможности, отправляйся в путешествие, изучай новый язык, открывай новые культуры. Все дороги открыты для Тебя!","""Дівчина з пір'ям"" Це уособлення Твоєї внутрішньої свободи, бунтарського духу. По можливості, вирушай у подорож, вивчай нову мову, відкривай нові культури. Всі дороги відкриті для Тебе!"
internalCompass_47.jpg,"“Boy and Puppy” Again, your thoughts take you back to childhood. Important lessons can be learned from memories. This card is the personification of friendship, trust and mutual assistance. As a rule, children are the most sincere. You need to learn to trust this world again. Don't doubt it, your intuition will not let you down.","""Мальчик и щенок"" Снова мыслями переносишься в детство. Важные уроки можно почерпнуть из воспоминаний. Эта карта — олицетворение дружбы, доверия и взаимопомощи. Как правило, самыми искренними бывают дети. Тебе нужно вновь научиться доверять этому миру. Не сомневайся, Твоя интуиция тебя не подведёт.","""Хлопчик і щеня"" Знову думками переносишся у дитинство. Важливі уроки можна отримати зі спогадів. Ця карта - уособлення дружби, довіри та взаємодопомоги. Як правило, найщирішими бувають діти. Тобі треба знову навчитися довіряти цьому світу. Не сумнівайся, Твоя інтуїція тебе не підведе."
internalCompass_48.jpg,"""Ship in the Rock"" Time for a change! Don't stop there, don't be afraid of change. Learn to see perspective. Open up to new things. Don't get stuck in memories of the past, live in the present. You have all the qualities to realize the most daring ideas! Take action!","""Корабль в скале"" Время перемен! Не останавливайся на достигнутом, не бойся изменений. Учись видеть перспективы. Откройся новому. Не застревай в воспоминаниях о прошлом, живи в настоящем. У Тебя есть все качества для реализации самых смелых идей! Действуй!","""Корабль у скелі"" Час змін! Не зупиняйся на досягнутому, не бійся змін. Вчися бачити перспективи. Відкрийся новому. Не застрявай у спогадах про минуле, живи в сьогоденні. У Тебе є всі якості для реалізації найсміливіших ідей! Дій!"
internalCompass_49.jpg,"“Separation” A process of transition or separation from something important is expected. This may be alienation from a person, place, old habits or ideas. But parting is a natural and necessary stage in life, which will allow you to move on to something new.","""Расставание"" Ожидается процесс перехода или отделения от чего-то важного. Это может быть отчуждение от человека, места, старых привычек или идей. Но расставание является естественным и необходимым этапом в жизни, который позволит Тебе перейти к чему-то новому.","""Розлучення"" Очікується процес переходу або відокремлення від чогось важливого. Це може бути відчуження від людини, місця, старих звичок чи ідей. Але розлучення є природним і необхідним етапом у житті, який дозволить Тобі перейти до чогось нового."
internalCompass_50.jpg,"“New knowledge” The book from which flowers grow can mean internal growth and development. Flowers are ideas, thoughts and emotions that grow inside You, as if from a seed. The book is the mind or consciousness in which these ideas, thoughts and emotions are formed and developed. Thus, Your inner growth and development occurs on the basis of thoughts, emotions and experiences.","""Новые знания"" Книга, из которой растут цветы, может означать внутренний рост и развитие. Цветы — идеи, мысли и эмоции, которые вырастают внутри Тебя, как будто из семени. Книга — ум или сознание, в которых эти идеи, мысли и эмоции формируются и развиваются. Таким образом, Твой внутренний рост и развитие происходят на основе мыслей, эмоций и опыта.","""Нові знання"" Книга, з якої ростуть квіти, може означати внутрішнє зростання та розвиток. Квіти - ідеї, думки та емоції, які виростають усередині Тебе, наче з насіння. Книга — розум чи свідомість, у яких ці ідеї, думки та емоції формуються та розвиваються. Таким чином, Твоє внутрішнє зростання та розвиток відбуваються на основі думок, емоцій та досвіду."
internalCompass_51.jpg,"""Fertility"" Life begins with a woman. Being a woman is a great strength. You have the ability to inspire others to take action. You are the source of creativity. Your abilities are limitless. Believe in yourself!","""Плодородие"" Жизнь начинается с женщины. Быть женщиной — это великая сила. Ты способна вдохновлять других на поступки. Ты — источник творчества. Твои способности безграничны. Верь в себя!","""Родючість"" Життя починається з жінки. Бути жінкою – це велика сила. Ти здатна надихати інших на вчинки. Ти джерело творчості. Твої здібності безмежні. Вір в себе!"
internalCompass_52.jpg,"“Another civilization” This card symbolizes self-knowledge, self-development, the road to oneself. You need to learn to be alone and get satisfaction from it. Communicate with the forces of nature. Get energized by learning new things. Don't hide from yourself.","""Другая цивилизация"" Эта карта символизирует самопознание, саморазвитие, дорогу к себе. Тебе нужно научиться быть в одиночестве, получать от этого удовлетворение. Общайся с силами природы. Заряжайся энергией от изучения нового. Не прячься от самой себя.","""Інша цивілізація"" Ця карта символізує самопізнання, саморозвиток, шлях до себе. Тобі треба навчитися бути на самоті, отримувати від цього задоволення. Спілкуйся з силами природи. Заряджуйся енергією від вивчення нового. Не ховайся від самої себе."
internalCompass_53.jpg,"""House on the Beach"" The house on the seashore was a cozy and safe haven that is no longer available. Don't try to hold on to what you don't need. Let go of everything old, outdated, unnecessary. There is support within You! There is also the strength and resources to build a new home and restore lost confidence and security. Don’t be afraid to move forward, start new things, give freedom to your abilities, don’t be shy to show knowledge, skills and experience. You are strong, talented, gifted and unique.","""Дом на берегу"" Домик на берегу моря был уютным и безопасным пристанищем, которое теперь не доступно. Не пытайся удерживать то, что Тебе не нужно. Отпускай всё старое, отжившее, ненужное. Опора внутри Тебя есть! Также есть силы и ресурсы, чтобы построить новый дом, восстановить утраченную уверенность и безопасность. Не бойся двигаться вперёд, начинай новые дела, дай свободу своим способностям, не стесняйся проявлять знания, умения и опыт. Ты — сильная, талантливая, одарённая и неповторимая.","""Будиночок на березі"" Будиночок на березі моря був затишним і безпечним притулком, який тепер не доступний. Не намагайся утримувати те, що тобі не потрібне. Відпускай все старе, що віджило, непотрібне. Опора всередині Тебе є! Також є сили та ресурси, щоб збудувати новий будинок, відновити втрачену впевненість та безпеку. Не бійся рухатися вперед, починай нові справи, дай свободу своїм здібностям, не соромся проявляти знання, вміння та досвід. Ти сильна, талановита, обдарована і неповторна."
internalCompass_54.jpg,"“Cosmonaut” If an important event awaits you, then it is better to prepare for it in advance. Now it is not thoughts that are more significant, but actions. Be more confident in your aspirations. Move forward and you will succeed.","""Космонавт"" Если тебя ждёт важное событие, то к нему лучше подготовиться заранее. Сейчас более значимы не мысли, а действия. Будь увереннее в своих стремлениях. Двигайся вперёд и у Тебя всё получится.","""Космонавт"" Якщо на тебе чекає важлива подія, то до неї краще підготуватися заздалегідь. Сьогодні значні не думки, а події. Будь впевненішим у своїх прагненнях. Рушайся вперед і в тебе все вийде."
internalCompass_55.jpg,"“Bird on a Tree” The image of a bird is a story about spiritual manifestation, the transformation of a person. The bird also symbolizes the activity of thought, fantasy, and intuition. Perhaps important transformations are now taking place inside you, your views and attitudes are changing. Don't be afraid of the new thinking that appears in you. You change, which means your life will change. For the better, of course!","""Птица на дереве"" Образ птицы — это история про духовное проявление, преображение человека. А ещё птица символизирует активность мысли, фантазии, интуиции. Возможно, внутри Тебя сейчас происходят важные трансформации, меняются Твои взгляды, установки. Не пугайся того нового мышления, что появляется в тебе. Ты меняешься, а значит изменится и Твоя жизнь. В лучшую сторону, конечно же!","""Птах на дереві"" Образ птаха - це історія про духовний прояв, перетворення людини. А ще птах символізує активність думки, фантазії, інтуїції. Можливо, всередині тебе зараз відбуваються важливі трансформації, змінюються твої погляди, установки. Не лякайся того нового мислення, що з'являється у тобі. Ти змінюєшся, а значить зміниться і Твоє життя. На краще, звичайно ж!"
internalCompass_56.jpg,"""Giant Beetle"" This giant beetle is the personification of Your fears, which have a bad influence on You. Something makes you feel insecure or even scared. Think about it, what is this? Once you overcome your fears, you will become many times stronger. And yes, don’t exaggerate your problems!","""Гигантский жук"" Этот гигантский жук — олицетворение Твоих страхов, которые дурно влияют на Тебя. Что-то вынуждает Тебя чувствовать себя неуверенно или даже напуганно. Подумай, что это? Переборов страхи, Ты станешь в разы сильнее. И да, не преувеличивай свои проблемы!","""Гігантський жук"" Цей гігантський жук - уособлення Твоїх страхів, які погано впливають на Тебе. Щось змушує Тебе почуватися невпевнено чи навіть налякано. Подумай, що це таке? Переборов страхи, Ти станеш у рази сильнішим. І так, не перебільшуй своїх проблем!"
internalCompass_57.jpg,"""Night Walk"" The most romantic card. It symbolizes love, support and mutual understanding. Trust your partner! All your desires can come true.","""Ночная прогулка"" Самая романтичная карта. Она символизирует любовь, поддержку и взаимопонимание. Доверься своему партнёру! Все Твои желания могут стать реальностью.","""Нічна прогулянка"" Найромантичніша карта. Вона символізує любов, підтримку та взаєморозуміння. Довірся своєму партнеру! Всі твої бажання можуть стати реальністю."
internalCompass_58.jpg,"""Village"" Everything around flows slowly and calmly. To replenish energy, you can visit your place of power, your small homeland, close relatives. After this, you will see everything from a different angle, and you will be able to overcome all surprises.","""Деревня"" Всё вокруг медленно и спокойно течет. Для восполнения энергии можно посетить своё место силы, малую родину, близких родственников. После этого Ты увидишь всё под другим углом, и сможешь все неожиданности преодолеть.","""Село"" Все навколо повільно і спокійно тече. Для поповнення енергії можна відвідати своє місце сили, малу батьківщину, близьких родичів. Після цього Ти побачиш усе під іншим кутом, і зможеш усі несподіванки подолати."
internalCompass_59.jpg,"""Girl with stationery"" Think about whether you spend too much time working and building a career? Sometimes we need to remember that work is just one facet of our varied lives. It's time to add some color to your life: go on dates, take care of yourself, try your hand at creativity, travel, don't forget about your relatives and friends. And then you will be able to consider your life harmonious. Don't wait for tomorrow - start acting today!","""Девушка с канцтоварами"" Задумайся, не слишком ли много времени Ты уделяешь работе и построению карьеры? Иногда нужно помнить, что работа - это лишь одна грань нашей разнообразной жизни. Пора добавить в свою жизнь красок: ходи на свидания, занимайся собой, попробуй свои силы в творчестве, путешествуй, не забывай про родственников и друзей. И тогда Ты сможешь считать свою жизнь гармоничной. Не жди завтра — начни действовать уже сегодня!","""Дівчина з канцтоварами"" Задумайся, чи не надто багато часу Ти приділяєш роботі та побудові кар'єри? Іноді треба пам'ятати, що робота – це лише одна грань нашого різноманітного життя. Настав час додати у своє життя фарб: ходи на побачення, займайся собою, спробуй свої сили у творчості, подорожуй, не забувай про родичів і друзів. І тоді Ти зможеш вважати своє життя гармонійним. Не чекай завтра – почни діяти вже сьогодні!"
